,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM438224,Y,Expression profiling by array,GSE17587,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17587,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, Dye-Flip Replicate 2," M. tuberculosis transcriptional profile of delta pepD strain vs wild-type strain
(Submitter supplied) pepD is regulated by a 2CS, MprAB, and impacts upon the regulation of sigE, an important M.tb sigma factor.  Here we examine the global impact of gene regulation in a delta pepD mutant strain.",GSM438224,ftp.ncbi.nlm.nih.gov/geo/samples/GSM438nnn/GSM438224,Mycobacterium tuberculosis,dnf,wild-type (channel 1) mutant (channel 2),DRonA classified non-viable
GSM438223,Y,Expression profiling by array,GSE17587,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17587,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, Replicate 2," M. tuberculosis transcriptional profile of delta pepD strain vs wild-type strain
(Submitter supplied) pepD is regulated by a 2CS, MprAB, and impacts upon the regulation of sigE, an important M.tb sigma factor.  Here we examine the global impact of gene regulation in a delta pepD mutant strain.",GSM438223,ftp.ncbi.nlm.nih.gov/geo/samples/GSM438nnn/GSM438223,Mycobacterium tuberculosis,dnf,wild-type (channel 1) mutant (channel 2),DRonA classified non-viable
GSM438222,Y,Expression profiling by array,GSE17587,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17587,GPL5774,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL5nnn/GPL5774, Dye-Flip Replicate 1," M. tuberculosis transcriptional profile of delta pepD strain vs wild-type strain
(Submitter supplied) pepD is regulated by a 2CS, MprAB, and impacts upon the regulation of sigE, an important M.tb sigma factor.  Here we examine the global impact of gene regulation in a delta pepD mutant strain.",GSM438222,ftp.ncbi.nlm.nih.gov/geo/samples/GSM438nnn/GSM438222,Mycobacterium tuberculosis,dnf,wild-type (channel 1) mutant (channel 2),DRonA classified non-viable
GSM444859,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, H37Rv log vs H37Rv24h_rep3," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444859,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444859,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type 24 h starvation (Expt 1) (channel 1) wild-type log-phase (Expt 1) (channel 2),DRonA classified non-viable
GSM444858,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, H37Rv log vs H37Rv24h_rep2," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444858,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444858,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type 24 h starvation (Expt 1) (channel 1) wild-type log-phase (Expt 1) (channel 2),DRonA classified non-viable
GSM444857,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, H37Rv log vs H37Rv24h_rep1," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444857,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444857,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type log-phase (Expt 1) (channel 1) wild-type 24 h starvation (Expt 2) (channel 2),DRonA classified non-viable
GSM444873,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 24h_rep5," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444873,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444873,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 24h Starvation (Expt 4) (channel 1) wild-type M.bovis log-phase (Expt 4) (channel 2),DRonA classified non-viable
GSM444872,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 24h_rep4," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444872,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444872,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 24h Starvation (Expt 3) (channel 1) wild-type M.bovis log-phase (Expt 3) (channel 2),DRonA classified non-viable
GSM444871,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 24h_rep3," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444871,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444871,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis log-phase (Expt 3) (channel 1) wild-type M.bovis 24h Starvation (Expt 3) (channel 2),DRonA classified non-viable
GSM444870,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 24h_rep2," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444870,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444870,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 24h Starvation (Expt 3) (channel 1) wild-type M.bovis log-phase (Expt 3) (channel 2),DRonA classified non-viable
GSM444877,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 96h_rep3," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444877,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444877,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis log-phase (Expt 3) (channel 1) wild-type M.bovis 96h Starvation (Expt 3) (channel 2),DRonA classified non-viable
GSM444876,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 96h_rep2," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444876,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444876,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.tb 96h Starvation (Expt 3) (channel 1) wild-type M.bovis log-phase (Expt 3) (channel 2),DRonA classified non-viable
GSM444875,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 96h_rep1," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444875,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444875,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis log-phase (Expt 3) (channel 1) wild-type M.bovis 96h Starvation (Expt 3) (channel 2),DRonA classified non-viable
GSM444874,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 24h_rep6," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444874,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444874,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 24h Starvation (Expt 4) (channel 1) wild-type M.bovis log-phase (Expt 4) (channel 2),DRonA classified non-viable
GSM444879,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 96h_rep5," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444879,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444879,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis log-phase (Expt 4) (channel 1) wild-type M.bovis 96h Starvation (Expt 4) (channel 2),DRonA classified non-viable
GSM444878,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mb log vs Mb 96h_rep4," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444878,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444878,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 96h Starvation (channel 1) wild-type M.bovis log-phase (Expt 3) (channel 2),DRonA classified non-viable
GSM444898,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mtb log vs Mbovis log_rep6," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444898,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444898,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.tb log-phase (Expt 3) (channel 1) wild-type M.bovis log-phase (Expt 3) (channel 2),DRonA classified non-viable
GSM444891,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mtb 96h vs Mbovis 96h_rep5," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444891,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444891,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 96h Starvation (Expt 4) (channel 1) wild-type M.tb 96h Starvation (Expt 4) (channel 2),DRonA classified non-viable
GSM444890,Y,Expression profiling by array,GSE17835,ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17835,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Mtb 96h vs Mbovis 96h_rep4," Comparison of the responses of Mycobacterium tuberculosis and Mycobacterium bovis to nutrient starvation
(Submitter supplied) Transcriptional profiling of Mycobacterium tuberculosis H37Rv and Mycobacterium bovis Ravenel before (i.e., log-phase control) and at 24h and 96h after nutrient starvation. The transcriptional profile of the two strains were compared at log phase, and after 24h and 96h of starvation. In addition, the response of each strain to starvation was examined after 24h and 96h of starvation.",GSM444890,ftp.ncbi.nlm.nih.gov/geo/samples/GSM444nnn/GSM444890,Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis,dnf,wild-type M.bovis 96h Starvation (channel 1) wild-type M.tb 96h Starvation (Expt 3) (channel 2),DRonA classified non-viable
